timestamp_utc,team,github_user,model_type,combined_nmae,pressure_nmae,temperature_nmae,speed_nmae,notes
2026-02-27T09:01:32.574432Z,TestSubmission4,Cellverse-AI,participant,0.07050577840479798,0.09546012518939392,0.06286604756944444,0.05319116245555555,GitHub Submission
